student_id,first_name,last_name,email,birth_date,enrolled_at,country
STU-0001190,Trinidad,Espinoza,trinidad.espinoza1247@synthetic.dev,2002-12-20,2022-10-11,CO
STU-0001191,Vicente,Espinoza,vicente.espinoza7076@synthetic.dev,2000-10-04,2018-05-06,AR
STU-0001192,Matias,Vasquez,matias.vasquez9453@lake.local,2006-03-16,2018-12-22,CL
STU-0001193,Macarena,Rivera,macarena.rivera1173@mail.test,1999-07-09,2025-03-02,CL
STU-0001194,Florencia,Gomez,florencia.gomez5115@demo.io,2006-02-03,2019-12-11,MX
STU-0001195,Camila,Rivera,camila.rivera5518@demo.io,1998-04-14,2020-10-29,CL
STU-0001196,Camila,Torres,camila.torres2929@mail.test,1995-07-26,2018-04-06,PE
STU-0001197,Isabel,Sepulveda,isabel.sepulveda5898@example.com,2007-04-20,2018-09-11,CL
STU-0001198,Valentina,Valenzuela,valentina.valenzuela6162@lake.local,2007-08-20,2020-11-03,MX
STU-0001199,Benjamin,Martinez,benjamin.martinez7570@example.com,1997-06-04,2022-12-05,PE
STU-0001200,Gabriel,Arancibia,gabriel.arancibia1746@synthetic.dev,1995-03-29,2024-07-17,BR
STU-0001201,Ana,Espinoza,ana.espinoza791@demo.io,1999-06-24,2024-10-21,CL
STU-0001202,Catalina,Ortiz,catalina.ortiz816@lake.local,1999-07-17,2024-04-01,BR
STU-0001203,Eduardo,Espinoza,eduardo.espinoza1603@demo.io,1999-06-13,2025-04-19,CL
STU-0001204,Ana,Sepulveda,ana.sepulveda2240@demo.io,2005-04-11,2022-10-20,MX
STU-0001205,Paula,Salazar,paula.salazar5102@example.com,2006-04-18,2024-05-21,CL
STU-0001206,Isabel,Pizarro,isabel.pizarro8766@lake.local,1998-12-12,2020-06-01,CL
STU-0001207,Tomas,Rojas,tomas.rojas3723@example.com,2004-08-05,2021-03-07,CL
STU-0001208,Lucia,Gonzalez,lucia.gonzalez5282@synthetic.dev,2001-08-07,2019-04-11,AR
STU-0001209,Carmen,Carvajal,carmen.carvajal7927@demo.io,1996-11-08,2022-09-09,CL
STU-0001210,Gabriel,Carvajal,gabriel.carvajal9910@lake.local,2004-05-14,2020-10-07,PE
STU-0001211,Vicente,Fuentes,vicente.fuentes5577@lake.local,2002-02-17,2024-12-24,MX
STU-0001212,Juan,Vega,juan.vega332@mail.test,1996-02-07,2023-06-08,ES
STU-0001213,Juan,Soto,juan.soto1981@lake.local,1997-02-06,2022-05-03,MX
STU-0001214,Isabel,Perez,isabel.perez6556@mail.test,1998-03-31,2025-06-27,ES
STU-0001215,Sofia,Gutierrez,sofia.gutierrez3835@lake.local,2007-05-04,2024-07-06,CO
STU-0001216,Magdalena,Silva,magdalena.silva7517@example.com,2007-05-18,2019-11-16,AR
STU-0001217,Martina,Vasquez,martina.vasquez7269@example.com,2001-12-11,2024-07-10,CL
STU-0001218,Daniel,Vega,daniel.vega9157@mail.test,1997-04-15,2020-07-28,CL
STU-0001219,Pablo,Contreras,pablo.contreras8791@synthetic.dev,2007-07-15,2022-10-21,CL
STU-0001220,Gabriel,Arancibia,gabriel.arancibia4979@lake.local,2007-02-19,2021-05-13,CO
STU-0001221,Juan,Vega,juan.vega6469@example.com,2007-04-22,2018-12-31,BR
STU-0001222,Lucia,Cortes,lucia.cortes9374@example.com,1999-06-08,2021-04-30,MX
STU-0001223,Maximiliano,Morales,maximiliano.morales4061@demo.io,2005-07-02,2025-06-14,PE
STU-0001224,Ignacio,Morales,ignacio.morales4126@mail.test,1996-01-16,2021-01-03,PE
STU-0001225,Valentina,Salazar,valentina.salazar8677@demo.io,2007-01-08,2018-12-16,PE
STU-0001226,Pablo,Vera,pablo.vera9103@mail.test,2005-06-16,2021-05-05,US
STU-0001227,Carlos,Vasquez,carlos.vasquez2449@example.com,2003-11-08,2018-03-26,MX
STU-0001228,Florencia,Vasquez,florencia.vasquez3278@mail.test,2004-04-27,2019-02-17,AR
STU-0001229,Catalina,Espinoza,catalina.espinoza5127@demo.io,2005-01-28,2018-08-28,CL
STU-0001230,Lucia,Sandoval,lucia.sandoval8838@demo.io,2003-04-02,2019-07-03,MX
STU-0001231,Rodrigo,Cortes,rodrigo.cortes3304@example.com,1999-11-28,2024-10-15,CL
STU-0001232,Juan,Gutierrez,juan.gutierrez7348@example.com,2005-06-18,2019-10-31,CO
STU-0001233,Felipe,Saavedra,felipe.saavedra8591@synthetic.dev,2003-01-18,2019-09-04,CO
STU-0001234,Tomas,Sandoval,tomas.sandoval2357@example.com,1997-03-19,2020-12-29,CL
STU-0001235,Catalina,Vasquez,catalina.vasquez7220@demo.io,1996-12-28,2021-04-13,CL
STU-0001236,Antonia,Lopez,antonia.lopez6644@mail.test,2007-02-19,2022-12-24,CL
STU-0001237,Maria,Morales,maria.morales6280@synthetic.dev,1999-03-14,2020-04-26,CO
STU-0001238,Renata,Carrasco,renata.carrasco4122@example.com,2005-02-01,2021-01-26,CL
STU-0001239,Andres,Torres,andres.torres8318@example.com,1998-05-13,2018-05-18,CL
STU-0001240,Martina,Rodriguez,martina.rodriguez3690@example.com,1997-01-16,2021-08-28,CO
STU-0001241,Sebastian,Silva,sebastian.silva4790@synthetic.dev,1999-02-27,2024-04-22,AR
STU-0001242,Alejandro,Bravo,alejandro.bravo1674@lake.local,1996-07-15,2023-11-18,CL
STU-0001243,Tomas,Vargas,tomas.vargas5001@lake.local,2004-07-06,2023-05-01,CL
STU-0001244,Fernanda,Riquelme,fernanda.riquelme7866@synthetic.dev,2006-10-14,2019-08-08,AR
STU-0001245,Florencia,Cortes,florencia.cortes7809@example.com,1999-12-01,2020-11-26,US
STU-0001246,Daniel,Hernandez,daniel.hernandez240@demo.io,2002-02-02,2023-04-26,CL
STU-0001247,Ignacio,Tapia,ignacio.tapia5813@synthetic.dev,2000-06-30,2020-10-30,CL
STU-0001248,Valentina,Flores,valentina.flores5884@lake.local,2001-05-20,2022-08-19,PE
STU-0001249,Constanza,Morales,constanza.morales4353@mail.test,1996-07-22,2019-02-07,CL
STU-0001250,Tomas,Vargas,tomas.vargas6310@synthetic.dev,2002-03-06,2019-03-30,CL
STU-0001251,Daniel,Rivera,daniel.rivera7353@demo.io,1995-11-08,2021-04-03,CL
STU-0001252,Vicente,Vera,vicente.vera449@example.com,2004-11-02,2022-06-15,AR
STU-0001253,Matias,Rojas,matias.rojas455@example.com,1999-07-14,2020-03-28,MX
STU-0001254,Alejandro,Morales,alejandro.morales1659@example.com,2000-05-19,2021-05-08,CL
STU-0001255,Ana,Araya,ana.araya4929@example.com,2002-09-13,2019-10-27,CL
STU-0001256,Catalina,Salazar,catalina.salazar331@mail.test,1996-07-13,2022-10-29,CL
STU-0001257,Juan,Ortiz,juan.ortiz2733@demo.io,2007-05-26,2021-01-08,CL
STU-0001258,Javier,Silva,javier.silva4839@demo.io,2001-10-31,2020-01-24,CL
STU-0001259,Agustina,Cortes,agustina.cortes8496@example.com,2001-01-17,2018-02-24,AR
STU-0001260,Lucia,Perez,lucia.perez2326@lake.local,2004-05-01,2020-03-13,AR
STU-0001261,Juan,Rodriguez,juan.rodriguez6647@mail.test,2007-10-26,2025-08-24,CL
STU-0001262,Josefa,Arancibia,josefa.arancibia9090@demo.io,2002-03-03,2019-11-14,CO
STU-0001263,Daniela,Sepulveda,daniela.sepulveda3241@example.com,2006-12-12,2023-06-28,ES
STU-0001264,Tomas,Salazar,tomas.salazar3325@example.com,1997-09-15,2023-08-02,CL
STU-0001265,Manuel,Diaz,manuel.diaz3645@mail.test,2005-03-17,2022-10-14,CL
STU-0001266,Benjamin,Bravo,benjamin.bravo1862@lake.local,2006-12-05,2018-10-29,CL
STU-0001267,Maximiliano,Castro,maximiliano.castro733@demo.io,2005-07-23,2020-03-22,BR
STU-0001268,Cristobal,Riquelme,cristobal.riquelme6095@demo.io,1995-07-26,2022-02-28,CL
STU-0001269,Sebastian,Toro,sebastian.toro5323@mail.test,1995-11-22,2021-03-25,PE
STU-0001270,Carmen,Cortes,carmen.cortes2962@lake.local,2003-09-01,2019-05-25,AR
STU-0001271,Isabel,Silva,isabel.silva6870@demo.io,2007-05-08,2023-03-06,AR
STU-0001272,Florencia,Vera,florencia.vera2027@demo.io,2006-05-12,2020-06-20,CL
STU-0001273,Magdalena,Gonzalez,magdalena.gonzalez9043@lake.local,2004-10-07,2025-03-22,MX
STU-0001274,Vicente,Cortes,vicente.cortes3419@mail.test,1995-10-12,2019-12-09,CL
STU-0001275,Ana,Soto,ana.soto5308@demo.io,2002-06-19,2023-04-16,CL
STU-0001276,Camila,Contreras,camila.contreras5138@demo.io,1996-04-19,2023-03-24,CL
STU-0001277,Benjamin,Bravo,benjamin.bravo8248@mail.test,1997-10-25,2021-07-01,CL
STU-0001278,Romina,Rojas,romina.rojas1152@mail.test,2001-04-26,2021-04-11,CL
STU-0001279,Daniela,Hernandez,daniela.hernandez8453@demo.io,1997-04-01,2019-02-12,AR
STU-0001280,Magdalena,Sandoval,magdalena.sandoval7331@example.com,1999-01-07,2019-02-13,AR
STU-0001281,Pablo,Contreras,pablo.contreras1243@demo.io,1996-12-16,2020-02-02,CL
STU-0001282,Renata,Cordero,renata.cordero1091@mail.test,1995-10-21,2020-10-15,MX
STU-0001283,Javier,Arancibia,javier.arancibia6454@lake.local,2003-10-25,2018-05-22,CO
STU-0001284,Luis,Pino,luis.pino3470@lake.local,1997-01-01,2020-11-25,AR
STU-0001285,Ana,Pino,ana.pino1128@mail.test,2004-02-25,2024-01-24,CL
STU-0001286,Renata,Rodriguez,renata.rodriguez1576@demo.io,1997-06-11,2022-02-18,CL
STU-0001287,Diego,Cordero,diego.cordero4040@mail.test,2002-02-05,2022-02-23,MX
STU-0001288,Jose,Romero,jose.romero2573@synthetic.dev,2000-05-05,2019-12-11,CL
STU-0001289,Rodrigo,Henriquez,rodrigo.henriquez5709@mail.test,2006-10-09,2024-05-03,AR
STU-0001290,Sebastian,Espinoza,sebastian.espinoza179@mail.test,2003-06-25,2019-09-05,AR
STU-0001291,Diego,Araya,diego.araya4365@lake.local,2003-11-04,2021-09-07,CO
STU-0001292,Luis,Araya,luis.araya2597@example.com,1996-03-07,2018-11-21,CL
STU-0001293,Javier,Valenzuela,javier.valenzuela4451@example.com,1998-10-31,2020-03-20,BR
STU-0001294,Carlos,Sepulveda,carlos.sepulveda9734@synthetic.dev,2007-10-16,2025-04-26,CL
STU-0001295,Juan,Pizarro,juan.pizarro3865@lake.local,2003-01-01,2021-02-15,PE
STU-0001296,Romina,Lopez,romina.lopez7302@demo.io,1999-11-06,2022-02-09,CL
STU-0001297,Catalina,Sepulveda,catalina.sepulveda8305@mail.test,2007-12-13,2020-06-27,US
STU-0001298,Pablo,Torres,pablo.torres5407@demo.io,1995-02-02,2023-07-27,CL
STU-0001299,Ana,Morales,ana.morales2465@mail.test,2001-10-20,2021-08-28,CO
STU-0001300,Trinidad,Gonzalez,trinidad.gonzalez7101@mail.test,2003-05-27,2019-08-16,ES
STU-0001301,Florencia,Henriquez,florencia.henriquez9814@mail.test,2000-09-10,2019-10-12,CL
STU-0001302,Valentina,Romero,valentina.romero6358@example.com,1995-08-07,2025-05-07,PE
STU-0001303,Catalina,Fuentes,catalina.fuentes9869@mail.test,1996-10-21,2020-10-20,US
STU-0001304,Daniel,Cordero,daniel.cordero7007@synthetic.dev,1996-03-08,2022-12-14,AR
STU-0001305,Felipe,Pino,felipe.pino5435@lake.local,1996-04-01,2022-12-29,AR
STU-0001306,Pablo,Castillo,pablo.castillo5547@synthetic.dev,1999-05-18,2022-02-20,CL
STU-0001307,Manuel,Henriquez,manuel.henriquez8308@demo.io,2000-02-02,2020-06-09,AR
STU-0001308,Felipe,Castillo,felipe.castillo8773@mail.test,1999-05-02,2018-09-22,AR
STU-0001309,Daniel,Pereira,daniel.pereira3081@demo.io,1999-08-12,2018-10-12,CL
STU-0001310,Florencia,Pizarro,florencia.pizarro2175@mail.test,1997-01-04,2024-09-28,AR
STU-0001311,Diego,Sandoval,diego.sandoval696@mail.test,1999-12-07,2025-08-21,AR
STU-0001312,Amanda,Flores,amanda.flores7149@demo.io,2002-01-13,2020-08-31,MX
STU-0001313,Pablo,Aravena,pablo.aravena1301@lake.local,2000-11-20,2020-08-05,ES
STU-0001314,Ana,Tapia,ana.tapia4362@demo.io,2005-03-05,2018-05-07,AR
STU-0001315,Juan,Riquelme,juan.riquelme3335@example.com,1999-05-22,2024-01-24,CL
STU-0001316,Constanza,Toro,constanza.toro9490@example.com,1996-04-04,2024-01-06,BR
STU-0001317,Carmen,Sandoval,carmen.sandoval1025@synthetic.dev,1996-05-02,2018-04-15,CL
STU-0001318,Jose,Morales,jose.morales6444@demo.io,2007-12-25,2025-03-13,CL
STU-0001319,Benjamin,Cortes,benjamin.cortes6928@lake.local,2002-07-01,2023-06-26,CL
STU-0001320,Josefa,Henriquez,josefa.henriquez9018@example.com,2004-11-01,2019-06-23,CL
STU-0001321,Ana,Cortes,ana.cortes9979@example.com,1995-05-18,2023-07-05,PE
STU-0001322,Macarena,Arancibia,macarena.arancibia6326@example.com,1995-01-05,2024-05-26,CL
STU-0001323,Macarena,Reyes,macarena.reyes5268@synthetic.dev,2002-02-16,2020-09-21,CL
STU-0001324,Martina,Gomez,martina.gomez4503@lake.local,1998-05-20,2018-12-03,CL
STU-0001325,Pablo,Vasquez,pablo.vasquez8045@mail.test,1997-07-28,2022-03-31,US
STU-0001326,Ana,Ortiz,ana.ortiz7653@demo.io,1995-08-27,2025-06-17,AR
STU-0001327,Maria,Cordero,maria.cordero1293@demo.io,1997-06-13,2024-06-25,BR
STU-0001328,Manuel,Sandoval,manuel.sandoval174@example.com,1996-05-11,2025-07-22,ES
STU-0001329,Gabriel,Martinez,gabriel.martinez1710@mail.test,2000-11-30,2023-12-23,MX
STU-0001330,Diego,Henriquez,diego.henriquez2386@example.com,1998-11-06,2019-08-01,AR
STU-0001331,Florencia,Sepulveda,florencia.sepulveda5640@demo.io,2003-05-14,2018-01-13,CO
STU-0001332,Antonia,Pereira,antonia.pereira4426@lake.local,1999-04-22,2023-09-19,PE
STU-0001333,Rodrigo,Arancibia,rodrigo.arancibia9856@mail.test,1998-06-28,2020-05-12,CL
STU-0001334,Romina,Romero,romina.romero2191@synthetic.dev,2001-09-12,2020-04-24,CL
STU-0001335,Josefa,Morales,josefa.morales7514@lake.local,2002-01-21,2021-01-25,CL
STU-0001336,Pablo,Vasquez,pablo.vasquez7938@demo.io,2003-02-11,2025-08-17,MX
STU-0001337,Catalina,Rivera,catalina.rivera3071@synthetic.dev,1995-01-04,2020-10-31,BR
STU-0001338,Amanda,Pizarro,amanda.pizarro960@demo.io,1998-05-13,2021-01-11,PE
STU-0001339,Gabriel,Contreras,gabriel.contreras2077@example.com,1997-01-06,2022-11-08,CL
STU-0001340,Andres,Aravena,andres.aravena7589@example.com,2004-05-08,2024-11-22,CL
STU-0001341,Josefa,Martinez,josefa.martinez9419@example.com,2002-11-19,2023-11-25,CL
STU-0001342,Carmen,Hernandez,carmen.hernandez5586@demo.io,2002-06-05,2019-05-08,CO
STU-0001343,Valentina,Vera,valentina.vera9979@synthetic.dev,2004-08-26,2023-03-04,CL
STU-0001344,Luis,Soto,luis.soto5811@synthetic.dev,1999-02-08,2018-03-05,CL
STU-0001345,Amanda,Diaz,amanda.diaz5922@mail.test,2005-05-08,2019-05-01,BR
STU-0001346,Daniel,Salazar,daniel.salazar2087@lake.local,2001-04-10,2022-12-22,PE
STU-0001347,Macarena,Rojas,macarena.rojas2285@example.com,2002-12-16,2020-09-11,CL
STU-0001348,Constanza,Morales,constanza.morales2569@mail.test,2003-02-22,2021-05-06,CO
STU-0001349,Ignacio,Carrasco,ignacio.carrasco8626@mail.test,1995-01-03,2020-03-08,PE
STU-0001350,Isabel,Perez,isabel.perez7412@synthetic.dev,2002-12-01,2025-02-01,CL
STU-0001351,Andres,Alvarez,andres.alvarez5213@demo.io,2006-08-11,2018-03-05,CL
STU-0001352,Trinidad,Castillo,trinidad.castillo1252@example.com,1999-08-14,2019-01-26,PE
STU-0001353,Catalina,Arancibia,catalina.arancibia7898@synthetic.dev,2007-01-25,2025-09-24,CL
STU-0001354,Lucia,Vega,lucia.vega6619@synthetic.dev,2005-06-15,2025-03-27,CO
STU-0001355,Agustina,Valenzuela,agustina.valenzuela6062@synthetic.dev,1998-07-07,2023-11-11,CL
STU-0001356,Eduardo,Fuentes,eduardo.fuentes6737@demo.io,1996-07-15,2020-10-06,AR
STU-0001357,Pedro,Morales,pedro.morales5283@example.com,2003-05-01,2022-09-14,CL
STU-0001358,Juan,Toro,juan.toro7498@demo.io,1995-07-14,2019-01-30,CL
STU-0001359,Daniela,Henriquez,daniela.henriquez5906@mail.test,2002-10-22,2024-12-17,ES
STU-0001360,Camila,Morales,camila.morales9748@example.com,1997-09-17,2022-04-24,ES
STU-0001361,Lucia,Contreras,lucia.contreras3307@demo.io,1995-03-12,2022-12-22,CL
STU-0001362,Josefa,Bravo,josefa.bravo6689@mail.test,2007-09-03,2019-10-16,CL
STU-0001363,Magdalena,Saavedra,magdalena.saavedra36@example.com,1995-09-17,2022-06-02,BR
STU-0001364,Constanza,Diaz,constanza.diaz4561@lake.local,1999-02-07,2018-12-24,AR
STU-0001365,Maria,Castillo,maria.castillo1994@demo.io,1997-07-17,2023-06-26,BR
STU-0001366,Tomas,Silva,tomas.silva9432@synthetic.dev,2005-03-14,2021-10-06,CL
STU-0001367,Andres,Pizarro,andres.pizarro2919@synthetic.dev,2007-04-22,2023-03-01,AR
STU-0001368,Nicolas,Alvarez,nicolas.alvarez6430@mail.test,1999-07-23,2018-08-27,CO
STU-0001369,Florencia,Sandoval,florencia.sandoval1802@synthetic.dev,1999-07-11,2021-03-05,ES
STU-0001370,Eduardo,Fuentes,eduardo.fuentes2144@synthetic.dev,2001-11-20,2021-02-08,CL
STU-0001371,Renata,Saavedra,renata.saavedra117@synthetic.dev,1996-04-02,2022-03-16,CL
STU-0001372,Isabel,Saavedra,isabel.saavedra1484@example.com,2006-02-25,2019-10-27,CL
STU-0001373,Felipe,Rojas,felipe.rojas3463@synthetic.dev,2005-06-10,2023-11-09,CO
STU-0001374,Jose,Sandoval,jose.sandoval9448@mail.test,2004-10-29,2019-03-08,CO
STU-0001375,Nicolas,Vargas,nicolas.vargas8766@demo.io,2000-01-29,2025-06-15,BR
STU-0001376,Sebastian,Silva,sebastian.silva2137@demo.io,1998-04-27,2025-05-29,ES
STU-0001377,Pedro,Silva,pedro.silva6824@demo.io,1999-11-20,2023-03-15,CL
STU-0001378,Antonia,Sandoval,antonia.sandoval1635@demo.io,2001-11-27,2025-08-10,CL
STU-0001379,Ignacio,Gutierrez,ignacio.gutierrez2236@lake.local,1998-02-20,2019-11-16,CL
STU-0001380,Romina,Bravo,romina.bravo9929@demo.io,2001-02-28,2020-10-04,BR
STU-0001381,Ignacio,Arancibia,ignacio.arancibia5152@demo.io,1995-06-04,2018-06-09,CL
STU-0001382,Magdalena,Cordero,magdalena.cordero3359@synthetic.dev,2006-03-30,2018-02-11,AR
STU-0001383,Diego,Valenzuela,diego.valenzuela6030@mail.test,2003-01-26,2023-11-21,CL
STU-0001384,Trinidad,Tapia,trinidad.tapia7753@example.com,2003-07-30,2021-08-05,BR
STU-0001385,Alejandro,Ortiz,alejandro.ortiz5614@example.com,2004-03-08,2020-11-16,BR
STU-0001386,Maria,Martinez,maria.martinez3248@synthetic.dev,1997-11-30,2021-08-17,CL
STU-0001387,Diego,Saavedra,diego.saavedra2020@mail.test,2003-12-28,2019-05-20,US
STU-0001388,Tomas,Rivera,tomas.rivera2978@mail.test,1997-01-08,2025-07-25,ES
STU-0001389,Pedro,Torres,pedro.torres9635@lake.local,1995-02-28,2021-11-21,BR
STU-0001390,Carlos,Reyes,carlos.reyes8671@lake.local,2006-12-27,2022-08-05,AR
STU-0001391,Maria,Romero,maria.romero4570@lake.local,1999-09-29,2021-02-10,AR
STU-0001392,Sofia,Vera,sofia.vera8149@synthetic.dev,1995-07-14,2022-08-05,PE
STU-0001393,Alejandro,Cortes,alejandro.cortes1183@example.com,2005-05-27,2025-09-02,US
STU-0001394,Daniel,Espinoza,daniel.espinoza4386@example.com,2007-06-05,2022-09-04,CO
STU-0001395,Vicente,Cordero,vicente.cordero7908@mail.test,2000-10-21,2019-07-31,CL
STU-0001396,Daniel,Torres,daniel.torres8465@mail.test,2007-08-14,2020-08-07,AR
STU-0001397,Lucia,Aravena,lucia.aravena1045@synthetic.dev,1996-12-19,2022-07-30,CL
STU-0001398,Catalina,Perez,catalina.perez7419@lake.local,2006-12-01,2023-01-26,PE
STU-0001399,Alejandro,Soto,alejandro.soto8770@mail.test,2005-01-02,2019-08-06,PE
STU-0001400,Rodrigo,Arancibia,rodrigo.arancibia2866@mail.test,1995-09-02,2022-04-11,CL
STU-0001401,Sebastian,Arancibia,sebastian.arancibia4284@synthetic.dev,2001-06-09,2022-07-15,AR
STU-0001402,Rodrigo,Vera,rodrigo.vera1542@synthetic.dev,1997-09-17,2019-03-05,CL
STU-0001403,Tomas,Hernandez,tomas.hernandez3154@synthetic.dev,2006-07-03,2024-05-11,CO
STU-0001404,Matias,Pizarro,matias.pizarro3721@mail.test,2004-10-05,2019-01-17,CO
STU-0001405,Felipe,Pereira,felipe.pereira4194@mail.test,1997-10-07,2020-07-17,AR
STU-0001406,Romina,Sandoval,romina.sandoval7867@example.com,2001-01-21,2018-11-12,ES
STU-0001407,Carmen,Alvarez,carmen.alvarez1960@demo.io,2000-10-09,2024-12-23,CL
STU-0001408,Felipe,Vega,felipe.vega8494@synthetic.dev,2003-05-29,2025-06-22,CL
STU-0001409,Manuel,Soto,manuel.soto8889@synthetic.dev,1998-12-12,2024-06-12,PE
STU-0001410,Constanza,Cordero,constanza.cordero7684@demo.io,2005-03-04,2021-08-20,CO
STU-0001411,Renata,Hernandez,renata.hernandez8067@mail.test,2000-06-03,2018-07-01,CO
STU-0001412,Florencia,Saavedra,florencia.saavedra7768@demo.io,2001-10-07,2024-06-17,MX
STU-0001413,Catalina,Rodriguez,catalina.rodriguez8692@demo.io,2003-12-31,2023-02-19,CL
STU-0001414,Martina,Gomez,martina.gomez1907@synthetic.dev,2000-05-05,2024-05-07,CL
STU-0001415,Trinidad,Aravena,trinidad.aravena4230@lake.local,2004-01-02,2025-08-15,CL
STU-0001416,Luis,Morales,luis.morales4796@synthetic.dev,2002-11-15,2021-09-22,ES
STU-0001417,Jose,Vargas,jose.vargas4852@mail.test,2001-01-31,2019-02-04,CL
STU-0001418,Daniel,Pino,daniel.pino6374@synthetic.dev,2004-02-04,2019-02-23,US
STU-0001419,Daniela,Vega,daniela.vega4752@mail.test,2005-07-23,2018-04-11,ES
STU-0001420,Magdalena,Morales,magdalena.morales7707@synthetic.dev,1997-05-15,2024-08-24,US
STU-0001421,Martina,Flores,martina.flores2082@mail.test,2007-11-16,2020-01-13,AR
STU-0001422,Antonia,Soto,antonia.soto4134@example.com,2005-09-27,2021-04-08,PE
STU-0001423,Gabriel,Romero,gabriel.romero8158@example.com,2002-07-30,2024-03-04,CL
STU-0001424,Vicente,Castro,vicente.castro2143@lake.local,2002-03-22,2025-03-19,CL
STU-0001425,Rodrigo,Romero,rodrigo.romero6068@mail.test,1996-09-25,2021-07-21,MX
STU-0001426,Luis,Fuentes,luis.fuentes3170@example.com,1999-07-20,2018-07-22,US
STU-0001427,Benjamin,Pino,benjamin.pino4836@example.com,1997-07-31,2022-04-06,CL
STU-0001428,Ignacio,Torres,ignacio.torres5206@lake.local,2000-01-08,2018-02-27,US
STU-0001429,Nicolas,Diaz,nicolas.diaz3413@lake.local,2006-05-10,2024-01-06,CL
STU-0001430,Javier,Cordero,javier.cordero8699@lake.local,2000-03-04,2018-11-05,CL
STU-0001431,Magdalena,Pereira,magdalena.pereira1446@lake.local,2005-07-25,2021-08-15,CL
STU-0001432,Lucia,Arancibia,lucia.arancibia342@synthetic.dev,2007-06-27,2024-12-23,MX
STU-0001433,Benjamin,Araya,benjamin.araya5611@demo.io,1999-11-16,2021-10-24,CL
STU-0001434,Macarena,Alvarez,macarena.alvarez1503@example.com,2005-11-22,2023-07-08,CO
STU-0001435,Lucia,Bravo,lucia.bravo4146@synthetic.dev,1998-06-11,2021-03-13,CL
STU-0001436,Martina,Pino,martina.pino9069@demo.io,2002-08-11,2018-12-17,AR
STU-0001437,Benjamin,Aravena,benjamin.aravena4919@synthetic.dev,2000-09-01,2020-11-28,CO
STU-0001438,Luis,Soto,luis.soto2045@lake.local,2004-02-22,2024-01-03,CL
STU-0001439,Maximiliano,Rivera,maximiliano.rivera9309@lake.local,1995-12-12,2019-10-15,CL
STU-0001440,Ana,Pizarro,ana.pizarro2567@demo.io,1995-12-09,2019-12-15,CL
STU-0001441,Ana,Silva,ana.silva7072@example.com,2007-11-22,2018-02-07,BR
STU-0001442,Vicente,Araya,vicente.araya4284@mail.test,2000-01-27,2025-01-12,AR
STU-0001443,Carmen,Riquelme,carmen.riquelme2330@mail.test,1997-05-15,2022-12-26,CL
STU-0001444,Camila,Vasquez,camila.vasquez4285@synthetic.dev,2004-05-04,2019-09-02,CL
STU-0001445,Carlos,Hernandez,carlos.hernandez5223@lake.local,2004-05-02,2020-10-23,PE
STU-0001446,Felipe,Reyes,felipe.reyes8218@mail.test,1997-12-26,2020-04-30,CL
STU-0001447,Gabriel,Gonzalez,gabriel.gonzalez7301@demo.io,2005-10-31,2018-07-05,MX
STU-0001448,Javier,Pino,javier.pino7060@mail.test,2003-10-22,2022-02-13,ES
STU-0001449,Gabriel,Silva,gabriel.silva6642@example.com,1995-10-14,2020-07-21,MX
STU-0001450,Florencia,Romero,florencia.romero1953@example.com,2001-07-28,2025-07-27,BR
STU-0001451,Vicente,Munoz,vicente.munoz7349@synthetic.dev,2007-12-02,2018-12-26,PE
STU-0001452,Emilia,Carrasco,emilia.carrasco9274@demo.io,1996-03-13,2021-03-19,CL
STU-0001453,Ignacio,Aravena,ignacio.aravena6704@synthetic.dev,2001-05-09,2020-05-16,CO
STU-0001454,Gabriel,Fuentes,gabriel.fuentes9145@lake.local,2007-01-19,2019-04-18,CL
STU-0001455,Maria,Saavedra,maria.saavedra2474@example.com,2007-08-18,2022-09-29,BR
STU-0001456,Macarena,Castillo,macarena.castillo230@lake.local,2006-09-09,2023-06-09,ES
STU-0001457,Romina,Reyes,romina.reyes1050@synthetic.dev,2006-07-09,2019-05-27,AR
STU-0001458,Trinidad,Gonzalez,trinidad.gonzalez397@synthetic.dev,2006-07-31,2021-08-04,CL
STU-0001459,Manuel,Gutierrez,manuel.gutierrez9906@mail.test,2003-10-25,2019-03-30,CL
STU-0001460,Carlos,Araya,carlos.araya2865@synthetic.dev,1998-08-06,2023-10-10,US
STU-0001461,Constanza,Soto,constanza.soto1310@demo.io,2004-04-10,2025-01-01,CL
STU-0001462,Isabel,Torres,isabel.torres6497@mail.test,1996-03-21,2024-04-22,CL
STU-0001463,Emilia,Fuentes,emilia.fuentes5341@synthetic.dev,2001-03-10,2023-05-19,AR
STU-0001464,Gabriel,Romero,gabriel.romero2201@mail.test,2003-02-06,2018-06-14,CL
STU-0001465,Isabel,Toro,isabel.toro3733@lake.local,2003-04-25,2024-11-01,US
STU-0001466,Cristobal,Carrasco,cristobal.carrasco8746@demo.io,2002-08-06,2023-03-22,BR
STU-0001467,Andres,Alvarez,andres.alvarez884@synthetic.dev,1998-10-19,2019-02-12,CL
STU-0001468,Gabriel,Saavedra,gabriel.saavedra6664@example.com,2006-11-03,2022-04-18,MX
STU-0001469,Diego,Contreras,diego.contreras2525@demo.io,2006-06-23,2024-06-25,MX
STU-0001470,Florencia,Riquelme,florencia.riquelme4901@synthetic.dev,1998-04-08,2024-01-23,MX
