customer_id,external_ref,first_name,last_name,email,country,created_at,segment
CUS-0001162,STU-0001162,Felipe,Perez,felipe.perez7357@example.com,MX,2023-11-01 19:05:48,retail
CUS-0001163,STU-0001163,Daniela,Gutierrez,daniela.gutierrez8589@synthetic.dev,CL,2018-07-09 23:15:10,retail
CUS-0001164,STU-0001164,Sofia,Gomez,sofia.gomez715@mail.test,PE,2018-09-21 19:18:56,retail
CUS-0001165,STU-0001165,Matias,Cordero,matias.cordero9483@demo.io,CL,2020-07-28 11:24:32,retail
CUS-0001166,STU-0001166,Renata,Vega,renata.vega2685@synthetic.dev,CL,2021-09-04 11:03:39,retail
CUS-0001167,STU-0001167,Maria,Rodriguez,maria.rodriguez6504@lake.local,US,2020-04-18 16:10:48,enterprise
CUS-0001168,STU-0001168,Emilia,Carvajal,emilia.carvajal8863@synthetic.dev,PE,2022-11-23 07:39:34,retail
CUS-0001169,STU-0001169,Diego,Gomez,diego.gomez3582@mail.test,CL,2024-12-26 06:36:51,retail
CUS-0001170,STU-0001170,Carmen,Vargas,carmen.vargas5683@synthetic.dev,CL,2019-03-14 05:35:09,retail
CUS-0001171,STU-0001171,Martina,Silva,martina.silva736@synthetic.dev,CL,2023-09-17 22:31:48,enterprise
CUS-0001172,STU-0001172,Catalina,Salazar,catalina.salazar3183@synthetic.dev,MX,2018-01-13 18:02:29,smb
CUS-0001173,STU-0001173,Fernanda,Diaz,fernanda.diaz8399@synthetic.dev,CL,2022-12-29 16:28:47,retail
CUS-0001174,STU-0001174,Andres,Perez,andres.perez9525@lake.local,CL,2025-08-07 20:00:49,retail
CUS-0001175,STU-0001175,Amanda,Lopez,amanda.lopez6387@synthetic.dev,AR,2022-03-03 13:58:33,smb
CUS-0001176,STU-0001176,Martina,Munoz,martina.munoz393@demo.io,CL,2019-07-16 21:25:05,retail
CUS-0001177,STU-0001177,Josefa,Bravo,josefa.bravo866@example.com,AR,2025-01-19 15:52:41,retail
CUS-0001178,STU-0001178,Maria,Martinez,maria.martinez8286@mail.test,BR,2020-11-08 09:54:00,enterprise
CUS-0001179,STU-0001179,Pedro,Lopez,pedro.lopez6530@synthetic.dev,MX,2019-04-25 12:53:01,retail
CUS-0001180,STU-0001180,Catalina,Tapia,catalina.tapia8587@lake.local,CL,2019-02-13 14:06:18,retail
CUS-0001181,STU-0001181,Tomas,Araya,tomas.araya9347@example.com,CO,2025-04-15 15:55:20,smb
CUS-0001182,STU-0001182,Luis,Rivera,luis.rivera5410@synthetic.dev,MX,2024-12-22 15:55:31,retail
CUS-0001183,STU-0001183,Sofia,Silva,sofia.silva5012@example.com,CL,2023-04-10 21:36:58,smb
CUS-0001184,STU-0001184,Josefa,Sepulveda,josefa.sepulveda5983@example.com,CL,2021-08-29 05:17:39,retail
CUS-0001185,STU-0001185,Tomas,Tapia,tomas.tapia548@lake.local,CL,2019-06-15 09:23:54,retail
CUS-0001186,STU-0001186,Daniel,Vargas,daniel.vargas2688@demo.io,US,2020-08-14 04:00:48,enterprise
CUS-0001187,STU-0001187,Paula,Saavedra,paula.saavedra8426@mail.test,BR,2019-02-05 20:05:59,retail
CUS-0001188,STU-0001188,Catalina,Soto,catalina.soto501@demo.io,US,2021-04-16 05:07:26,smb
CUS-0001189,STU-0001189,Manuel,Hernandez,manuel.hernandez2353@synthetic.dev,BR,2018-09-21 09:28:16,retail
CUS-0001190,STU-0001190,Felipe,Espinoza,felipe.espinoza9709@synthetic.dev,US,2022-07-13 15:49:32,retail
CUS-0001191,STU-0001191,Andres,Salazar,andres.salazar8756@example.com,PE,2019-08-18 14:32:31,smb
CUS-0001192,STU-0001192,Jose,Alvarez,jose.alvarez324@lake.local,MX,2025-01-14 21:39:28,smb
CUS-0001193,STU-0001193,Eduardo,Henriquez,eduardo.henriquez7604@lake.local,CL,2019-05-05 06:14:10,smb
CUS-0001194,STU-0001194,Fernanda,Vasquez,fernanda.vasquez2353@lake.local,CL,2025-12-17 04:24:43,retail
CUS-0001195,STU-0001195,Sebastian,Vasquez,sebastian.vasquez4474@demo.io,CL,2021-12-02 20:32:59,retail
CUS-0001196,STU-0001196,Juan,Vega,juan.vega7004@synthetic.dev,CL,2025-01-26 20:47:45,retail
CUS-0001197,STU-0001197,Javier,Castillo,javier.castillo7649@lake.local,CO,2020-10-09 22:55:23,enterprise
CUS-0001198,STU-0001198,Ignacio,Vasquez,ignacio.vasquez1143@synthetic.dev,CL,2024-07-16 13:25:49,retail
CUS-0001199,STU-0001199,Trinidad,Rojas,trinidad.rojas4641@lake.local,CL,2024-01-01 07:11:31,retail
CUS-0001200,STU-0001200,Ignacio,Pereira,ignacio.pereira913@mail.test,CL,2023-06-18 16:03:50,smb
CUS-0001201,STU-0001201,Sebastian,Rivera,sebastian.rivera8588@mail.test,CL,2022-02-05 20:52:57,smb
CUS-0001202,STU-0001202,Antonia,Martinez,antonia.martinez8938@lake.local,CL,2024-11-13 23:23:20,enterprise
CUS-0001203,STU-0001203,Maria,Ortiz,maria.ortiz580@mail.test,BR,2021-10-22 18:57:04,retail
CUS-0001204,STU-0001204,Pablo,Reyes,pablo.reyes8599@example.com,MX,2018-05-27 09:21:43,enterprise
CUS-0001205,STU-0001205,Pablo,Hernandez,pablo.hernandez3269@mail.test,BR,2020-06-18 23:18:12,retail
CUS-0001206,STU-0001206,Renata,Silva,renata.silva9138@lake.local,CL,2019-05-03 08:23:05,retail
CUS-0001207,STU-0001207,Andres,Gonzalez,andres.gonzalez5838@mail.test,CL,2018-11-06 22:16:14,retail
CUS-0001208,STU-0001208,Daniel,Reyes,daniel.reyes831@mail.test,MX,2020-01-10 19:12:29,retail
CUS-0001209,STU-0001209,Cristobal,Morales,cristobal.morales1429@lake.local,CO,2018-07-15 23:39:31,smb
CUS-0001210,STU-0001210,Martina,Vargas,martina.vargas9431@mail.test,CO,2025-10-25 01:35:28,retail
CUS-0001211,STU-0001211,Florencia,Gonzalez,florencia.gonzalez2934@synthetic.dev,CL,2023-04-07 12:34:00,retail
CUS-0001212,STU-0001212,Ignacio,Torres,ignacio.torres5941@synthetic.dev,PE,2025-11-11 10:02:49,retail
CUS-0001213,STU-0001213,Florencia,Morales,florencia.morales9976@demo.io,PE,2025-01-06 19:54:38,retail
CUS-0001214,STU-0001214,Macarena,Cortes,macarena.cortes4148@mail.test,PE,2025-06-08 01:48:36,retail
CUS-0001215,STU-0001215,Manuel,Araya,manuel.araya232@lake.local,AR,2025-12-16 13:53:15,retail
CUS-0001216,STU-0001216,Gabriel,Munoz,gabriel.munoz7870@synthetic.dev,CL,2023-04-08 13:49:12,retail
CUS-0001217,STU-0001217,Lucia,Hernandez,lucia.hernandez6690@example.com,MX,2025-09-08 03:27:17,enterprise
CUS-0001218,STU-0001218,Valentina,Diaz,valentina.diaz1172@synthetic.dev,BR,2025-08-24 06:26:19,retail
CUS-0001219,STU-0001219,Camila,Munoz,camila.munoz6897@demo.io,MX,2025-08-07 07:46:06,retail
CUS-0001220,STU-0001220,Isabel,Cordero,isabel.cordero3637@synthetic.dev,CL,2020-10-15 09:44:51,retail
CUS-0001221,STU-0001221,Valentina,Contreras,valentina.contreras613@demo.io,BR,2024-11-20 18:45:37,smb
CUS-0001222,STU-0001222,Javier,Vega,javier.vega1470@lake.local,CL,2024-07-12 08:58:40,retail
CUS-0001223,STU-0001223,Cristobal,Rivera,cristobal.rivera4979@synthetic.dev,CL,2025-11-16 13:43:09,smb
CUS-0001224,STU-0001224,Tomas,Soto,tomas.soto4534@lake.local,PE,2020-07-15 09:15:10,retail
CUS-0001225,STU-0001225,Paula,Cortes,paula.cortes4712@lake.local,CL,2018-08-30 02:24:52,enterprise
CUS-0001226,STU-0001226,Lucia,Pizarro,lucia.pizarro2961@synthetic.dev,MX,2025-06-03 04:58:39,retail
CUS-0001227,STU-0001227,Isabel,Morales,isabel.morales991@lake.local,ES,2023-04-25 17:46:17,retail
CUS-0001228,STU-0001228,Sofia,Espinoza,sofia.espinoza9276@mail.test,BR,2022-05-23 06:31:14,smb
CUS-0001229,STU-0001229,Matias,Riquelme,matias.riquelme8088@synthetic.dev,ES,2025-03-23 20:31:10,retail
CUS-0001230,STU-0001230,Magdalena,Sepulveda,magdalena.sepulveda7121@lake.local,ES,2018-03-15 09:53:07,retail
CUS-0001231,STU-0001231,Luis,Perez,luis.perez3198@lake.local,AR,2022-07-27 01:38:52,retail
CUS-0001232,STU-0001232,Tomas,Riquelme,tomas.riquelme6637@synthetic.dev,ES,2024-02-25 22:02:51,retail
CUS-0001233,STU-0001233,Vicente,Soto,vicente.soto9352@synthetic.dev,CL,2019-05-28 06:01:22,retail
CUS-0001234,STU-0001234,Constanza,Cordero,constanza.cordero6936@example.com,AR,2019-06-17 23:35:30,retail
CUS-0001235,STU-0001235,Catalina,Carvajal,catalina.carvajal1304@mail.test,MX,2019-06-26 18:24:49,smb
CUS-0001236,STU-0001236,Constanza,Perez,constanza.perez68@lake.local,CL,2018-07-10 15:22:55,retail
CUS-0001237,STU-0001237,Cristobal,Vargas,cristobal.vargas7887@mail.test,US,2025-06-05 01:30:36,retail
CUS-0001238,STU-0001238,Matias,Castillo,matias.castillo4093@example.com,CL,2022-10-14 23:43:30,retail
CUS-0001239,STU-0001239,Diego,Lopez,diego.lopez556@lake.local,PE,2025-02-08 22:18:10,retail
CUS-0001240,STU-0001240,Luis,Lopez,luis.lopez9861@synthetic.dev,CL,2019-09-06 04:15:58,retail
CUS-0001241,STU-0001241,Valentina,Ortiz,valentina.ortiz481@mail.test,US,2022-03-19 11:25:44,retail
CUS-0001242,STU-0001242,Maria,Toro,maria.toro1671@synthetic.dev,PE,2020-09-05 22:15:51,enterprise
CUS-0001243,STU-0001243,Trinidad,Aravena,trinidad.aravena7431@synthetic.dev,PE,2019-05-04 07:59:40,smb
CUS-0001244,STU-0001244,Diego,Vera,diego.vera444@mail.test,US,2023-03-29 14:40:12,smb
CUS-0001245,STU-0001245,Carlos,Henriquez,carlos.henriquez2780@synthetic.dev,CL,2024-08-23 19:49:58,retail
CUS-0001246,STU-0001246,Camila,Fuentes,camila.fuentes3160@mail.test,PE,2021-09-28 03:41:00,retail
CUS-0001247,STU-0001247,Diego,Vasquez,diego.vasquez7933@lake.local,AR,2018-02-06 21:35:07,smb
CUS-0001248,STU-0001248,Andres,Morales,andres.morales6939@example.com,PE,2023-07-07 23:06:48,retail
CUS-0001249,STU-0001249,Alejandro,Cortes,alejandro.cortes9930@example.com,CL,2023-06-23 05:04:25,smb
CUS-0001250,STU-0001250,Vicente,Cortes,vicente.cortes2090@example.com,ES,2018-06-25 02:26:34,enterprise
CUS-0001251,STU-0001251,Maximiliano,Silva,maximiliano.silva8955@synthetic.dev,PE,2021-01-17 14:56:24,enterprise
CUS-0001252,STU-0001252,Jose,Sepulveda,jose.sepulveda3585@lake.local,BR,2018-05-30 14:00:44,retail
CUS-0001253,STU-0001253,Javier,Vargas,javier.vargas2591@example.com,ES,2018-12-11 14:57:24,smb
CUS-0001254,STU-0001254,Paula,Vega,paula.vega6174@lake.local,PE,2024-09-15 21:57:53,retail
CUS-0001255,STU-0001255,Magdalena,Cortes,magdalena.cortes336@lake.local,CL,2022-06-02 06:00:44,enterprise
CUS-0001256,STU-0001256,Tomas,Reyes,tomas.reyes3214@lake.local,CL,2025-07-01 08:06:20,retail
CUS-0001257,STU-0001257,Andres,Hernandez,andres.hernandez4922@lake.local,CL,2019-05-31 19:17:28,retail
CUS-0001258,STU-0001258,Amanda,Rivera,amanda.rivera4562@demo.io,ES,2024-08-30 03:18:28,retail
CUS-0001259,STU-0001259,Camila,Torres,camila.torres8893@example.com,CO,2024-03-16 12:26:46,smb
CUS-0001260,STU-0001260,Josefa,Castro,josefa.castro5238@synthetic.dev,CL,2021-10-31 11:24:12,enterprise
CUS-0001261,STU-0001261,Catalina,Gutierrez,catalina.gutierrez6854@demo.io,US,2018-07-01 19:58:07,retail
CUS-0001262,STU-0001262,Paula,Salazar,paula.salazar4965@example.com,PE,2019-10-31 00:59:59,retail
CUS-0001263,STU-0001263,Macarena,Diaz,macarena.diaz4126@lake.local,CO,2018-01-15 17:49:26,retail
CUS-0001264,STU-0001264,Diego,Gomez,diego.gomez4453@mail.test,CL,2019-06-29 07:00:59,retail
CUS-0001265,STU-0001265,Daniela,Alvarez,daniela.alvarez2302@example.com,CO,2023-04-06 14:12:38,retail
CUS-0001266,STU-0001266,Fernanda,Fuentes,fernanda.fuentes4260@lake.local,PE,2019-02-12 08:01:24,smb
CUS-0001267,STU-0001267,Andres,Vera,andres.vera7047@mail.test,MX,2021-02-09 21:18:25,retail
CUS-0001268,STU-0001268,Carlos,Lopez,carlos.lopez6295@synthetic.dev,BR,2020-03-23 20:25:57,retail
CUS-0001269,STU-0001269,Juan,Hernandez,juan.hernandez6700@mail.test,CL,2018-07-07 18:54:50,smb
CUS-0001270,STU-0001270,Emilia,Pizarro,emilia.pizarro8920@demo.io,CL,2021-03-02 14:50:50,retail
CUS-0001271,STU-0001271,Alejandro,Reyes,alejandro.reyes3337@synthetic.dev,CL,2020-11-03 13:46:15,retail
CUS-0001272,STU-0001272,Paula,Rojas,paula.rojas8564@demo.io,CL,2024-10-13 07:09:29,smb
CUS-0001273,STU-0001273,Antonia,Carrasco,antonia.carrasco8605@demo.io,CL,2020-02-27 08:36:58,retail
CUS-0001274,STU-0001274,Felipe,Espinoza,felipe.espinoza6834@example.com,CL,2018-08-04 05:04:24,smb
CUS-0001275,STU-0001275,Alejandro,Saavedra,alejandro.saavedra831@example.com,CL,2025-06-09 05:16:44,retail
CUS-0001276,STU-0001276,Benjamin,Vera,benjamin.vera6107@synthetic.dev,CL,2024-05-15 23:43:27,retail
CUS-0001277,STU-0001277,Cristobal,Carvajal,cristobal.carvajal8231@mail.test,PE,2024-05-06 05:52:03,retail
CUS-0001278,STU-0001278,Felipe,Pino,felipe.pino4647@demo.io,CO,2020-09-21 08:08:21,retail
CUS-0001279,STU-0001279,Matias,Vera,matias.vera6699@demo.io,CL,2022-04-21 18:57:56,enterprise
CUS-0001280,STU-0001280,Romina,Fuentes,romina.fuentes7195@example.com,CL,2023-04-04 18:57:53,retail
CUS-0001281,STU-0001281,Macarena,Vasquez,macarena.vasquez5724@synthetic.dev,US,2025-04-09 19:12:53,retail
CUS-0001282,STU-0001282,Nicolas,Rojas,nicolas.rojas1207@lake.local,CO,2025-01-29 00:01:52,retail
CUS-0001283,STU-0001283,Alejandro,Rivera,alejandro.rivera3125@synthetic.dev,CO,2024-01-23 10:29:47,retail
CUS-0001284,STU-0001284,Jose,Soto,jose.soto7098@synthetic.dev,PE,2024-08-13 08:45:01,smb
CUS-0001285,STU-0001285,Romina,Rodriguez,romina.rodriguez4361@synthetic.dev,BR,2018-08-30 23:43:55,retail
CUS-0001286,STU-0001286,Juan,Contreras,juan.contreras7851@synthetic.dev,AR,2018-06-02 00:36:52,smb
CUS-0001287,STU-0001287,Agustina,Carrasco,agustina.carrasco9097@demo.io,US,2021-03-15 06:41:30,retail
CUS-0001288,STU-0001288,Manuel,Bravo,manuel.bravo5210@lake.local,AR,2022-01-19 15:10:17,retail
CUS-0001289,STU-0001289,Juan,Ortiz,juan.ortiz2200@example.com,CL,2020-02-15 21:26:58,retail
CUS-0001290,STU-0001290,Emilia,Torres,emilia.torres4050@lake.local,CL,2021-05-20 04:17:17,retail
CUS-0001291,STU-0001291,Lucia,Romero,lucia.romero1559@demo.io,US,2020-08-02 19:12:17,retail
CUS-0001292,STU-0001292,Lucia,Flores,lucia.flores3059@synthetic.dev,BR,2025-12-18 02:01:25,smb
CUS-0001293,STU-0001293,Valentina,Sandoval,valentina.sandoval5627@synthetic.dev,MX,2021-02-15 07:38:39,retail
CUS-0001294,STU-0001294,Emilia,Sepulveda,emilia.sepulveda9997@demo.io,AR,2023-05-24 07:24:03,retail
CUS-0001295,STU-0001295,Eduardo,Riquelme,eduardo.riquelme6049@lake.local,US,2021-04-24 11:53:55,retail
CUS-0001296,STU-0001296,Pablo,Cordero,pablo.cordero6437@lake.local,CL,2022-07-11 21:48:06,retail
CUS-0001297,STU-0001297,Camila,Castro,camila.castro2271@demo.io,AR,2022-08-30 21:38:02,retail
CUS-0001298,STU-0001298,Sofia,Castillo,sofia.castillo3764@synthetic.dev,MX,2024-03-13 03:51:54,smb
CUS-0001299,STU-0001299,Felipe,Araya,felipe.araya9092@synthetic.dev,CL,2018-10-01 02:09:06,retail
CUS-0001300,STU-0001300,Trinidad,Sepulveda,trinidad.sepulveda601@mail.test,CO,2019-06-18 17:23:06,retail
CUS-0001301,STU-0001301,Rodrigo,Arancibia,rodrigo.arancibia3329@lake.local,BR,2019-05-20 15:17:12,retail
CUS-0001302,STU-0001302,Juan,Alvarez,juan.alvarez6643@example.com,CL,2023-06-20 22:33:20,retail
CUS-0001303,STU-0001303,Amanda,Gonzalez,amanda.gonzalez2236@mail.test,CL,2021-12-08 19:58:21,retail
CUS-0001304,STU-0001304,Martina,Bravo,martina.bravo8340@synthetic.dev,ES,2022-09-22 10:48:31,enterprise
CUS-0001305,STU-0001305,Vicente,Contreras,vicente.contreras4236@mail.test,AR,2025-06-17 13:01:14,retail
CUS-0001306,STU-0001306,Amanda,Carvajal,amanda.carvajal918@example.com,US,2020-10-14 19:00:41,retail
CUS-0001307,STU-0001307,Jose,Henriquez,jose.henriquez2455@demo.io,CL,2019-06-22 06:01:25,retail
CUS-0001308,STU-0001308,Valentina,Ortiz,valentina.ortiz9473@mail.test,BR,2023-08-05 09:29:41,retail
CUS-0001309,STU-0001309,Fernanda,Rivera,fernanda.rivera1414@synthetic.dev,CL,2019-06-18 13:28:17,retail
CUS-0001310,STU-0001310,Nicolas,Bravo,nicolas.bravo2664@mail.test,CL,2022-09-10 12:25:23,retail
CUS-0001311,STU-0001311,Alejandro,Romero,alejandro.romero1859@example.com,CL,2021-02-14 06:05:53,retail
CUS-0001312,STU-0001312,Nicolas,Castro,nicolas.castro9683@lake.local,CL,2021-07-24 09:37:14,retail
CUS-0001313,STU-0001313,Constanza,Cortes,constanza.cortes6088@synthetic.dev,CL,2023-05-25 12:17:17,smb
CUS-0001314,STU-0001314,Pedro,Munoz,pedro.munoz8153@synthetic.dev,ES,2018-07-31 00:02:46,smb
CUS-0001315,STU-0001315,Diego,Soto,diego.soto6914@example.com,AR,2021-05-16 09:25:21,retail
CUS-0001316,STU-0001316,Ignacio,Vasquez,ignacio.vasquez6719@demo.io,MX,2023-10-13 12:00:03,retail
CUS-0001317,STU-0001317,Ignacio,Gomez,ignacio.gomez6311@lake.local,CL,2020-04-29 07:23:25,retail
CUS-0001318,STU-0001318,Romina,Silva,romina.silva7253@example.com,BR,2019-05-19 23:18:33,retail
CUS-0001319,STU-0001319,Vicente,Ortiz,vicente.ortiz5864@synthetic.dev,PE,2021-03-10 08:03:28,retail
CUS-0001320,STU-0001320,Trinidad,Vasquez,trinidad.vasquez8117@demo.io,AR,2021-08-06 20:55:01,retail
CUS-0001321,STU-0001321,Paula,Ortiz,paula.ortiz365@synthetic.dev,PE,2020-08-08 14:45:23,retail
CUS-0001322,STU-0001322,Catalina,Rivera,catalina.rivera2326@mail.test,AR,2024-08-22 05:13:47,retail
CUS-0001323,STU-0001323,Josefa,Fuentes,josefa.fuentes9723@demo.io,BR,2024-12-02 20:08:49,retail
CUS-0001324,STU-0001324,Renata,Cordero,renata.cordero7897@example.com,PE,2020-03-10 18:39:08,smb
CUS-0001325,STU-0001325,Ignacio,Flores,ignacio.flores7598@mail.test,BR,2023-05-10 01:58:25,smb
CUS-0001326,STU-0001326,Romina,Perez,romina.perez9600@example.com,CL,2024-12-17 16:37:10,smb
CUS-0001327,STU-0001327,Jose,Bravo,jose.bravo6081@lake.local,CL,2022-06-17 19:15:10,smb
CUS-0001328,STU-0001328,Agustina,Pino,agustina.pino7217@mail.test,CL,2024-12-07 15:50:54,retail
CUS-0001329,STU-0001329,Luis,Diaz,luis.diaz4404@mail.test,AR,2019-11-04 12:16:33,smb
CUS-0001330,STU-0001330,Alejandro,Torres,alejandro.torres7702@mail.test,BR,2022-06-04 19:34:36,retail
CUS-0001331,STU-0001331,Martina,Castro,martina.castro6203@example.com,PE,2025-11-15 07:14:45,retail
CUS-0001332,STU-0001332,Emilia,Vega,emilia.vega9248@mail.test,CL,2023-11-24 03:01:43,retail
CUS-0001333,STU-0001333,Paula,Morales,paula.morales8965@lake.local,CL,2018-08-05 22:15:21,smb
CUS-0001334,STU-0001334,Josefa,Silva,josefa.silva679@demo.io,MX,2020-02-16 05:46:51,retail
CUS-0001335,STU-0001335,Martina,Sepulveda,martina.sepulveda917@demo.io,CL,2019-05-15 18:43:23,retail
CUS-0001336,STU-0001336,Felipe,Gonzalez,felipe.gonzalez7878@synthetic.dev,CO,2024-05-10 07:42:58,retail
CUS-0001337,STU-0001337,Eduardo,Vasquez,eduardo.vasquez8343@mail.test,PE,2020-08-08 10:45:06,smb
CUS-0001338,STU-0001338,Maria,Alvarez,maria.alvarez2162@mail.test,CL,2019-04-20 20:07:02,retail
CUS-0001339,STU-0001339,Sebastian,Torres,sebastian.torres6006@lake.local,CL,2022-12-18 01:30:22,retail
CUS-0001340,STU-0001340,Emilia,Alvarez,emilia.alvarez2213@synthetic.dev,MX,2021-02-02 12:01:07,retail
CUS-0001341,STU-0001341,Juan,Fuentes,juan.fuentes4304@mail.test,CL,2021-02-18 03:24:31,retail
CUS-0001342,STU-0001342,Isabel,Alvarez,isabel.alvarez8111@example.com,CO,2019-05-17 03:54:16,retail
CUS-0001343,STU-0001343,Magdalena,Pino,magdalena.pino4929@demo.io,MX,2023-11-23 13:23:35,retail
CUS-0001344,STU-0001344,Manuel,Cortes,manuel.cortes3364@synthetic.dev,AR,2025-02-14 07:04:36,retail
CUS-0001345,STU-0001345,Javier,Pizarro,javier.pizarro1945@example.com,CL,2025-08-01 05:05:29,retail
CUS-0001346,STU-0001346,Josefa,Saavedra,josefa.saavedra5421@lake.local,AR,2021-09-18 12:18:29,retail
CUS-0001347,STU-0001347,Renata,Rivera,renata.rivera3285@demo.io,PE,2025-05-07 06:41:44,smb
CUS-0001348,STU-0001348,Sofia,Gutierrez,sofia.gutierrez9916@synthetic.dev,ES,2025-03-04 09:51:36,retail
CUS-0001349,STU-0001349,Tomas,Silva,tomas.silva331@example.com,CL,2019-06-06 02:03:00,retail
CUS-0001350,STU-0001350,Amanda,Torres,amanda.torres484@demo.io,ES,2023-06-28 14:37:23,retail
CUS-0001351,STU-0001351,Tomas,Arancibia,tomas.arancibia2532@lake.local,CL,2019-10-16 12:24:22,retail
CUS-0001352,STU-0001352,Javier,Carrasco,javier.carrasco3664@example.com,CL,2021-07-23 16:09:49,retail
CUS-0001353,STU-0001353,Catalina,Reyes,catalina.reyes9163@demo.io,BR,2025-08-02 14:08:14,enterprise
CUS-0001354,STU-0001354,Florencia,Diaz,florencia.diaz7102@lake.local,US,2020-06-17 07:03:43,retail
CUS-0001355,STU-0001355,Matias,Pereira,matias.pereira6471@example.com,CL,2021-07-23 18:41:38,retail
CUS-0001356,STU-0001356,Agustina,Lopez,agustina.lopez5926@example.com,BR,2018-06-16 04:08:45,retail
CUS-0001357,STU-0001357,Emilia,Sandoval,emilia.sandoval6716@example.com,AR,2018-06-20 03:43:15,retail
CUS-0001358,STU-0001358,Maximiliano,Sepulveda,maximiliano.sepulveda651@lake.local,PE,2023-05-17 02:15:28,smb
CUS-0001359,STU-0001359,Daniela,Vega,daniela.vega9717@example.com,MX,2019-07-28 03:36:15,retail
CUS-0001360,STU-0001360,Camila,Reyes,camila.reyes9788@demo.io,CL,2025-12-30 09:09:56,retail
CUS-0001361,STU-0001361,Andres,Pizarro,andres.pizarro2118@lake.local,US,2023-06-25 14:11:06,retail
CUS-0001362,STU-0001362,Valentina,Perez,valentina.perez1499@synthetic.dev,CO,2020-03-08 03:48:00,retail
CUS-0001363,STU-0001363,Fernanda,Saavedra,fernanda.saavedra7822@demo.io,CO,2025-11-07 23:50:48,retail
CUS-0001364,STU-0001364,Diego,Fuentes,diego.fuentes8093@example.com,ES,2020-03-20 02:31:25,enterprise
CUS-0001365,STU-0001365,Carlos,Rojas,carlos.rojas603@lake.local,CL,2021-09-12 23:47:23,retail
CUS-0001366,STU-0001366,Paula,Rivera,paula.rivera8699@lake.local,CL,2020-08-10 21:48:50,retail
CUS-0001367,STU-0001367,Florencia,Pereira,florencia.pereira492@example.com,ES,2021-09-05 14:20:54,retail
CUS-0001368,STU-0001368,Paula,Rodriguez,paula.rodriguez6497@mail.test,AR,2020-05-19 11:28:03,retail
CUS-0001369,STU-0001369,Josefa,Bravo,josefa.bravo7575@synthetic.dev,CO,2025-08-16 04:25:07,retail
CUS-0001370,STU-0001370,Nicolas,Pereira,nicolas.pereira16@demo.io,CL,2018-03-14 19:51:12,retail
CUS-0001371,STU-0001371,Martina,Arancibia,martina.arancibia6836@lake.local,CL,2023-04-24 13:59:49,retail
CUS-0001372,STU-0001372,Sebastian,Munoz,sebastian.munoz1562@mail.test,AR,2020-05-31 17:03:30,retail
CUS-0001373,STU-0001373,Felipe,Ortiz,felipe.ortiz3796@example.com,MX,2025-09-13 00:37:20,smb
CUS-0001374,STU-0001374,Isabel,Cordero,isabel.cordero3929@lake.local,ES,2023-10-30 22:01:57,retail
CUS-0001375,STU-0001375,Renata,Pino,renata.pino5019@mail.test,BR,2021-11-20 23:26:42,smb
CUS-0001376,STU-0001376,Vicente,Carvajal,vicente.carvajal8067@lake.local,CO,2022-07-29 22:11:52,smb
CUS-0001377,STU-0001377,Pedro,Carrasco,pedro.carrasco6547@demo.io,US,2023-03-01 03:25:59,retail
CUS-0001378,STU-0001378,Catalina,Araya,catalina.araya5882@synthetic.dev,AR,2021-09-17 05:04:01,smb
CUS-0001379,STU-0001379,Martina,Cortes,martina.cortes3585@mail.test,US,2024-02-20 14:37:08,retail
CUS-0001380,STU-0001380,Maximiliano,Rodriguez,maximiliano.rodriguez8305@lake.local,CL,2023-12-26 02:36:43,smb
CUS-0001381,STU-0001381,Pablo,Lopez,pablo.lopez9061@mail.test,CL,2023-10-14 23:10:45,retail
CUS-0001382,STU-0001382,Ignacio,Bravo,ignacio.bravo7011@lake.local,CL,2022-11-27 11:35:15,retail
CUS-0001383,STU-0001383,Eduardo,Morales,eduardo.morales1346@mail.test,BR,2025-09-12 13:47:29,retail
CUS-0001384,STU-0001384,Maria,Cordero,maria.cordero3216@mail.test,CL,2022-09-23 01:44:43,retail
CUS-0001385,STU-0001385,Gabriel,Bravo,gabriel.bravo9118@synthetic.dev,CL,2023-10-09 03:16:16,retail
CUS-0001386,STU-0001386,Pablo,Alvarez,pablo.alvarez3775@lake.local,PE,2025-07-25 18:48:54,retail
CUS-0001387,STU-0001387,Agustina,Gutierrez,agustina.gutierrez9942@mail.test,ES,2019-06-01 07:08:52,retail
CUS-0001388,STU-0001388,Felipe,Silva,felipe.silva9326@demo.io,PE,2018-12-11 02:31:22,smb
CUS-0001389,STU-0001389,Magdalena,Toro,magdalena.toro6012@mail.test,CL,2018-06-16 22:19:50,smb
CUS-0001390,STU-0001390,Pedro,Flores,pedro.flores3802@example.com,CL,2021-04-27 16:34:40,retail
CUS-0001391,STU-0001391,Renata,Munoz,renata.munoz2385@lake.local,MX,2024-08-15 08:31:07,retail
CUS-0001392,STU-0001392,Matias,Espinoza,matias.espinoza5013@demo.io,MX,2025-02-09 16:31:05,smb
CUS-0001393,STU-0001393,Paula,Diaz,paula.diaz5779@synthetic.dev,CL,2020-03-11 11:56:10,retail
CUS-0001394,STU-0001394,Magdalena,Soto,magdalena.soto2640@mail.test,CL,2023-10-18 21:21:21,retail
CUS-0001395,STU-0001395,Rodrigo,Pino,rodrigo.pino5642@example.com,PE,2025-04-10 00:39:31,retail
