lead_id,first_name,last_name,email,source,status,score,created_at
LED-0000496,Luis,Rodriguez,luis.rodriguez2837@synthetic.dev,referral,new,54,2024-06-22 02:29:17
LED-0000497,Maria,Munoz,maria.munoz9659@lake.local,event,new,9,2025-07-26 16:37:17
LED-0000498,Carlos,Arancibia,carlos.arancibia5828@synthetic.dev,cold_call,new,36,2024-03-14 14:12:48
LED-0000499,Tomas,Aravena,tomas.aravena5606@synthetic.dev,ads,new,25,2025-06-25 16:03:03
LED-0000500,Constanza,Salazar,constanza.salazar6020@lake.local,ads,contacted,97,2024-07-18 16:14:28
LED-0000501,Agustina,Vera,agustina.vera1666@lake.local,cold_call,contacted,59,2023-08-11 13:14:05
LED-0000502,Sebastian,Vera,sebastian.vera6608@example.com,event,converted,56,2025-04-06 00:16:17
LED-0000503,Martina,Sepulveda,martina.sepulveda7635@mail.test,event,new,10,2025-07-14 09:49:49
LED-0000504,Jose,Espinoza,jose.espinoza2072@example.com,referral,contacted,14,2025-07-09 16:40:06
LED-0000505,Catalina,Cordero,catalina.cordero6162@demo.io,referral,new,48,2025-01-09 13:29:36
LED-0000506,Macarena,Bravo,macarena.bravo4130@synthetic.dev,web,qualified,46,2023-06-29 15:49:57
LED-0000507,Antonia,Bravo,antonia.bravo9566@synthetic.dev,web,lost,72,2022-12-21 13:28:59
LED-0000508,Ignacio,Tapia,ignacio.tapia2018@mail.test,cold_call,converted,60,2024-03-02 19:13:35
LED-0000509,Gabriel,Sandoval,gabriel.sandoval8093@lake.local,web,qualified,16,2024-10-22 15:07:43
LED-0000510,Agustina,Pereira,agustina.pereira2408@mail.test,ads,qualified,6,2025-07-06 11:55:13
LED-0000511,Pedro,Tapia,pedro.tapia8493@mail.test,web,contacted,56,2025-02-13 19:43:14
LED-0000512,Felipe,Castillo,felipe.castillo5002@lake.local,event,qualified,51,2025-01-01 00:06:08
LED-0000513,Sofia,Fuentes,sofia.fuentes9150@synthetic.dev,referral,contacted,92,2023-05-27 13:07:21
LED-0000514,Daniela,Pereira,daniela.pereira1212@demo.io,ads,lost,72,2025-08-06 17:16:34
LED-0000515,Javier,Rivera,javier.rivera734@synthetic.dev,web,new,92,2025-04-11 19:53:16
LED-0000516,Constanza,Pereira,constanza.pereira2164@lake.local,web,converted,18,2022-08-24 07:10:38
LED-0000517,Daniel,Salazar,daniel.salazar6497@demo.io,web,converted,41,2024-02-11 00:43:03
LED-0000518,Amanda,Cortes,amanda.cortes5721@synthetic.dev,referral,new,23,2025-02-21 12:04:10
LED-0000519,Juan,Gonzalez,juan.gonzalez7718@example.com,cold_call,lost,87,2023-10-25 04:45:56
LED-0000520,Daniel,Castro,daniel.castro1423@mail.test,web,lost,87,2024-01-27 17:37:10
LED-0000521,Maria,Martinez,maria.martinez778@synthetic.dev,web,qualified,82,2023-04-20 09:12:09
LED-0000522,Benjamin,Gonzalez,benjamin.gonzalez9918@demo.io,referral,qualified,71,2022-11-26 15:40:41
LED-0000523,Juan,Silva,juan.silva3528@mail.test,cold_call,contacted,62,2022-05-03 02:54:04
LED-0000524,Manuel,Cortes,manuel.cortes9323@synthetic.dev,web,new,65,2024-09-29 22:44:03
LED-0000525,Martina,Lopez,martina.lopez6261@example.com,web,qualified,26,2023-10-13 01:31:45
LED-0000526,Gabriel,Torres,gabriel.torres8222@synthetic.dev,event,converted,99,2024-01-15 23:31:55
LED-0000527,Constanza,Munoz,constanza.munoz6765@example.com,ads,new,20,2024-04-13 04:24:04
LED-0000528,Gabriel,Castro,gabriel.castro9305@demo.io,ads,contacted,36,2023-12-09 23:50:38
LED-0000529,Maximiliano,Martinez,maximiliano.martinez4063@synthetic.dev,event,converted,69,2023-01-08 02:14:24
LED-0000530,Daniel,Rojas,daniel.rojas7063@mail.test,ads,new,52,2022-11-02 18:07:14
LED-0000531,Cristobal,Bravo,cristobal.bravo8290@lake.local,web,qualified,67,2024-03-10 22:51:41
LED-0000532,Juan,Toro,juan.toro764@synthetic.dev,event,new,47,2024-05-01 11:53:24
LED-0000533,Javier,Silva,javier.silva1749@mail.test,event,new,85,2024-02-11 16:22:06
LED-0000534,Valentina,Munoz,valentina.munoz4682@lake.local,event,new,72,2023-06-02 00:32:47
LED-0000535,Catalina,Aravena,catalina.aravena8365@synthetic.dev,event,new,2,2025-07-14 13:18:16
LED-0000536,Maria,Saavedra,maria.saavedra8855@mail.test,web,lost,40,2025-04-21 21:03:02
LED-0000537,Sebastian,Cortes,sebastian.cortes5753@synthetic.dev,web,contacted,61,2024-02-04 19:02:08
LED-0000538,Fernanda,Salazar,fernanda.salazar645@demo.io,referral,new,89,2025-01-06 09:13:10
LED-0000539,Daniel,Silva,daniel.silva6785@demo.io,ads,contacted,49,2025-07-05 15:59:30
LED-0000540,Sebastian,Alvarez,sebastian.alvarez7436@mail.test,event,contacted,92,2022-09-19 08:08:23
LED-0000541,Eduardo,Fuentes,eduardo.fuentes7748@synthetic.dev,web,qualified,19,2024-02-07 14:31:37
LED-0000542,Alejandro,Aravena,alejandro.aravena6159@lake.local,referral,qualified,79,2022-02-11 18:30:17
LED-0000543,Luis,Gomez,luis.gomez6579@mail.test,event,new,60,2024-09-29 13:54:06
LED-0000544,Isabel,Rodriguez,isabel.rodriguez4917@demo.io,ads,new,82,2024-12-02 12:59:33
LED-0000545,Catalina,Reyes,catalina.reyes7515@example.com,web,qualified,12,2025-07-18 12:18:28
LED-0000546,Magdalena,Perez,magdalena.perez7967@lake.local,ads,contacted,94,2025-06-24 09:49:18
LED-0000547,Romina,Vargas,romina.vargas1700@demo.io,referral,lost,36,2025-10-09 22:34:43
LED-0000548,Rodrigo,Gonzalez,rodrigo.gonzalez2621@example.com,web,contacted,71,2022-08-24 07:30:53
LED-0000549,Amanda,Salazar,amanda.salazar8567@lake.local,referral,converted,24,2025-07-28 12:47:42
LED-0000550,Alejandro,Silva,alejandro.silva1127@demo.io,web,qualified,70,2024-06-27 07:59:11
LED-0000551,Ignacio,Flores,ignacio.flores7726@synthetic.dev,event,new,21,2023-08-28 05:28:20
LED-0000552,Manuel,Romero,manuel.romero5819@lake.local,cold_call,converted,75,2024-01-06 09:07:39
LED-0000553,Constanza,Rojas,constanza.rojas2652@synthetic.dev,event,lost,59,2022-03-09 22:03:22
LED-0000554,Pablo,Cordero,pablo.cordero5500@example.com,web,qualified,94,2025-03-01 07:31:58
LED-0000555,Jose,Silva,jose.silva5628@synthetic.dev,event,qualified,97,2022-10-23 05:44:49
LED-0000556,Renata,Vega,renata.vega7357@demo.io,referral,new,30,2022-12-06 10:20:49
LED-0000557,Maria,Munoz,maria.munoz488@example.com,ads,qualified,91,2024-07-02 17:32:41
LED-0000558,Sofia,Flores,sofia.flores5702@example.com,web,new,69,2022-06-14 08:16:19
LED-0000559,Ignacio,Vargas,ignacio.vargas3016@lake.local,cold_call,qualified,97,2024-02-03 04:05:53
LED-0000560,Martina,Riquelme,martina.riquelme7857@lake.local,ads,contacted,26,2022-02-06 02:11:36
LED-0000561,Luis,Pizarro,luis.pizarro9608@demo.io,referral,new,39,2022-03-13 22:01:43
LED-0000562,Sebastian,Tapia,sebastian.tapia7@lake.local,web,contacted,81,2022-01-09 03:14:14
LED-0000563,Paula,Castillo,paula.castillo2616@demo.io,referral,new,41,2024-02-27 19:46:23
LED-0000564,Andres,Araya,andres.araya7904@mail.test,cold_call,converted,77,2022-06-27 08:39:14
LED-0000565,Trinidad,Pizarro,trinidad.pizarro207@demo.io,referral,qualified,53,2023-12-04 04:24:37
LED-0000566,Rodrigo,Tapia,rodrigo.tapia4435@demo.io,event,lost,92,2025-12-24 01:03:40
LED-0000567,Sofia,Aravena,sofia.aravena5278@synthetic.dev,cold_call,qualified,75,2024-12-04 09:48:05
LED-0000568,Daniela,Alvarez,daniela.alvarez4909@synthetic.dev,web,new,6,2023-04-22 01:47:34
LED-0000569,Magdalena,Rodriguez,magdalena.rodriguez2126@lake.local,referral,qualified,70,2025-01-17 14:15:04
LED-0000570,Martina,Saavedra,martina.saavedra9519@lake.local,web,new,32,2025-05-27 12:57:38
LED-0000571,Carmen,Diaz,carmen.diaz8240@synthetic.dev,web,contacted,17,2025-08-27 18:30:29
LED-0000572,Lucia,Gonzalez,lucia.gonzalez5084@mail.test,referral,lost,67,2024-10-22 19:32:24
LED-0000573,Maria,Sandoval,maria.sandoval1458@example.com,event,new,74,2023-01-18 08:27:07
LED-0000574,Tomas,Vera,tomas.vera5370@lake.local,web,contacted,3,2024-02-15 08:41:54
LED-0000575,Juan,Pizarro,juan.pizarro9936@demo.io,referral,lost,7,2024-09-16 01:24:52
LED-0000576,Trinidad,Diaz,trinidad.diaz194@mail.test,event,qualified,34,2023-09-26 12:52:12
LED-0000577,Paula,Salazar,paula.salazar6570@lake.local,ads,converted,9,2022-08-16 09:31:23
LED-0000578,Tomas,Rivera,tomas.rivera37@example.com,web,new,93,2022-12-27 12:21:25
LED-0000579,Eduardo,Morales,eduardo.morales6604@synthetic.dev,web,qualified,24,2025-11-26 08:47:43
LED-0000580,Cristobal,Cordero,cristobal.cordero3686@lake.local,cold_call,new,47,2023-07-28 14:05:27
LED-0000581,Juan,Arancibia,juan.arancibia4173@example.com,event,qualified,79,2023-01-03 04:49:16
LED-0000582,Carmen,Gomez,carmen.gomez2046@mail.test,web,new,40,2024-03-27 17:00:32
LED-0000583,Paula,Vasquez,paula.vasquez4706@mail.test,web,qualified,76,2022-01-15 10:58:14
LED-0000584,Juan,Carrasco,juan.carrasco6087@example.com,web,new,71,2025-10-15 05:30:11
LED-0000585,Romina,Reyes,romina.reyes8946@synthetic.dev,web,contacted,48,2022-02-06 21:12:57
LED-0000586,Pablo,Cordero,pablo.cordero6967@mail.test,referral,converted,48,2024-04-17 10:26:13
LED-0000587,Maria,Carvajal,maria.carvajal8533@lake.local,web,lost,80,2023-11-11 21:06:52
LED-0000588,Constanza,Sepulveda,constanza.sepulveda2290@example.com,web,lost,20,2023-10-30 08:46:46
LED-0000589,Carlos,Pereira,carlos.pereira8497@synthetic.dev,referral,lost,24,2023-09-11 11:27:16
LED-0000590,Isabel,Rojas,isabel.rojas5283@synthetic.dev,web,new,4,2025-12-11 01:02:01
LED-0000591,Luis,Romero,luis.romero8604@synthetic.dev,web,lost,23,2023-11-24 01:46:52
LED-0000592,Nicolas,Castro,nicolas.castro1776@demo.io,web,new,7,2023-04-29 21:30:40
LED-0000593,Agustina,Castillo,agustina.castillo5253@lake.local,web,new,71,2022-07-04 05:03:43
LED-0000594,Pablo,Salazar,pablo.salazar189@synthetic.dev,ads,new,67,2025-01-22 22:13:23
LED-0000595,Rodrigo,Munoz,rodrigo.munoz8911@synthetic.dev,referral,converted,26,2022-07-05 15:31:53
LED-0000596,Gabriel,Saavedra,gabriel.saavedra3765@lake.local,ads,qualified,68,2024-10-27 05:58:03
LED-0000597,Manuel,Lopez,manuel.lopez5550@mail.test,event,qualified,12,2023-06-17 10:15:17
LED-0000598,Luis,Carrasco,luis.carrasco9969@mail.test,event,contacted,41,2024-06-24 07:28:06
LED-0000599,Gabriel,Tapia,gabriel.tapia71@mail.test,web,lost,10,2023-06-06 11:33:55
LED-0000600,Diego,Saavedra,diego.saavedra2822@mail.test,web,contacted,99,2025-06-24 20:17:36
LED-0000601,Magdalena,Riquelme,magdalena.riquelme7503@synthetic.dev,referral,contacted,88,2022-09-21 14:28:46
LED-0000602,Magdalena,Castillo,magdalena.castillo5783@lake.local,web,new,24,2025-12-24 04:01:39
LED-0000603,Maximiliano,Alvarez,maximiliano.alvarez8076@synthetic.dev,web,contacted,60,2023-04-21 07:36:08
LED-0000604,Paula,Perez,paula.perez4575@demo.io,cold_call,new,11,2024-02-03 12:28:54
LED-0000605,Carlos,Valenzuela,carlos.valenzuela5330@synthetic.dev,web,contacted,17,2024-03-22 14:21:56
LED-0000606,Sofia,Rodriguez,sofia.rodriguez3847@example.com,ads,lost,82,2025-04-13 11:06:01
LED-0000607,Paula,Pereira,paula.pereira4385@mail.test,event,qualified,41,2023-09-10 10:04:22
LED-0000608,Valentina,Gonzalez,valentina.gonzalez9380@lake.local,web,new,82,2025-01-01 05:46:38
LED-0000609,Martina,Aravena,martina.aravena4307@example.com,web,new,61,2023-02-22 19:38:17
LED-0000610,Antonia,Hernandez,antonia.hernandez6195@mail.test,web,new,81,2022-06-07 04:10:57
LED-0000611,Daniel,Cortes,daniel.cortes3966@mail.test,cold_call,converted,16,2023-05-15 20:19:22
LED-0000612,Carmen,Vera,carmen.vera3507@mail.test,web,contacted,76,2022-08-11 21:55:50
LED-0000613,Sebastian,Vasquez,sebastian.vasquez1969@lake.local,ads,contacted,49,2022-05-30 18:28:46
LED-0000614,Diego,Diaz,diego.diaz8449@example.com,web,lost,9,2025-11-01 05:07:57
LED-0000615,Valentina,Araya,valentina.araya5898@lake.local,web,new,67,2025-02-22 12:07:27
LED-0000616,Maximiliano,Pereira,maximiliano.pereira543@example.com,web,lost,53,2025-10-21 10:46:27
LED-0000617,Maximiliano,Reyes,maximiliano.reyes5195@synthetic.dev,web,contacted,83,2025-08-11 19:59:11
LED-0000618,Ana,Soto,ana.soto7100@mail.test,web,new,37,2023-03-20 20:58:06
LED-0000619,Tomas,Bravo,tomas.bravo991@lake.local,event,converted,47,2023-12-21 03:50:22
LED-0000620,Rodrigo,Diaz,rodrigo.diaz784@mail.test,web,contacted,42,2023-01-05 02:51:47
LED-0000621,Matias,Sandoval,matias.sandoval9636@example.com,event,new,53,2025-10-06 15:21:43
LED-0000622,Lucia,Salazar,lucia.salazar745@demo.io,web,qualified,79,2025-03-02 16:41:59
LED-0000623,Isabel,Sepulveda,isabel.sepulveda5845@lake.local,event,new,42,2023-07-26 06:47:26
LED-0000624,Benjamin,Cortes,benjamin.cortes6416@synthetic.dev,event,new,96,2023-01-26 22:36:40
LED-0000625,Juan,Torres,juan.torres5936@demo.io,ads,lost,36,2024-06-21 19:02:35
LED-0000626,Alejandro,Toro,alejandro.toro9489@demo.io,web,lost,44,2024-10-08 18:13:10
LED-0000627,Jose,Gutierrez,jose.gutierrez5162@lake.local,cold_call,qualified,24,2022-05-28 06:38:14
LED-0000628,Pedro,Sepulveda,pedro.sepulveda5975@lake.local,referral,contacted,17,2022-08-18 06:45:43
LED-0000629,Daniela,Soto,daniela.soto1003@example.com,web,contacted,29,2022-09-06 18:38:19
LED-0000630,Antonia,Toro,antonia.toro149@lake.local,web,new,90,2024-06-15 16:12:10
LED-0000631,Trinidad,Salazar,trinidad.salazar9185@demo.io,cold_call,contacted,36,2023-05-07 20:59:01
LED-0000632,Matias,Vega,matias.vega8081@synthetic.dev,ads,qualified,8,2023-07-18 21:17:37
LED-0000633,Ignacio,Pizarro,ignacio.pizarro4052@demo.io,referral,new,2,2024-07-17 21:16:19
LED-0000634,Romina,Toro,romina.toro4014@mail.test,web,qualified,72,2024-03-23 14:42:20
LED-0000635,Pedro,Morales,pedro.morales7307@mail.test,web,contacted,55,2025-05-30 13:25:09
LED-0000636,Maximiliano,Arancibia,maximiliano.arancibia663@synthetic.dev,cold_call,converted,64,2025-08-23 02:27:14
LED-0000637,Jose,Sepulveda,jose.sepulveda8104@example.com,referral,new,5,2025-01-08 16:49:30
LED-0000638,Carmen,Henriquez,carmen.henriquez4580@demo.io,web,new,25,2025-03-17 17:58:36
LED-0000639,Cristobal,Flores,cristobal.flores5971@demo.io,referral,contacted,59,2024-05-28 03:20:21
LED-0000640,Juan,Fuentes,juan.fuentes9489@mail.test,web,qualified,26,2024-05-15 13:09:15
LED-0000641,Pedro,Soto,pedro.soto1350@example.com,ads,contacted,39,2022-08-06 22:51:25
LED-0000642,Ana,Perez,ana.perez8779@mail.test,ads,qualified,63,2025-11-13 02:01:07
LED-0000643,Sebastian,Bravo,sebastian.bravo3832@lake.local,web,qualified,17,2024-08-27 20:44:47
LED-0000644,Martina,Contreras,martina.contreras1238@lake.local,web,contacted,14,2024-01-29 13:56:33
LED-0000645,Rodrigo,Fuentes,rodrigo.fuentes9810@example.com,web,new,81,2022-09-26 05:15:12
LED-0000646,Camila,Ortiz,camila.ortiz1901@lake.local,referral,new,69,2024-02-16 10:07:51
LED-0000647,Vicente,Gomez,vicente.gomez5179@synthetic.dev,ads,lost,46,2024-01-18 01:54:49
LED-0000648,Ignacio,Morales,ignacio.morales1373@example.com,cold_call,contacted,4,2024-04-21 14:15:45
LED-0000649,Gabriel,Sepulveda,gabriel.sepulveda9729@mail.test,cold_call,contacted,22,2022-08-16 07:10:16
LED-0000650,Diego,Sandoval,diego.sandoval7657@demo.io,cold_call,contacted,52,2024-12-09 14:56:41
LED-0000651,Renata,Carrasco,renata.carrasco1495@synthetic.dev,event,new,98,2023-08-21 13:13:11
LED-0000652,Josefa,Sepulveda,josefa.sepulveda3431@demo.io,cold_call,qualified,10,2024-03-22 18:30:52
LED-0000653,Martina,Henriquez,martina.henriquez4871@lake.local,web,lost,20,2024-03-26 18:05:10
LED-0000654,Luis,Salazar,luis.salazar9767@example.com,ads,lost,28,2025-02-10 15:54:42
LED-0000655,Matias,Martinez,matias.martinez7742@mail.test,ads,new,15,2022-01-26 01:59:29
LED-0000656,Antonia,Silva,antonia.silva3692@example.com,web,new,56,2022-06-20 11:25:11
LED-0000657,Macarena,Soto,macarena.soto9825@demo.io,cold_call,lost,4,2022-01-19 01:16:33
LED-0000658,Pedro,Morales,pedro.morales655@lake.local,referral,contacted,84,2024-06-04 04:00:49
LED-0000659,Maria,Cordero,maria.cordero4300@mail.test,web,converted,70,2023-05-30 16:20:18
LED-0000660,Fernanda,Cordero,fernanda.cordero2256@synthetic.dev,web,lost,92,2023-03-06 00:42:55
LED-0000661,Luis,Vega,luis.vega4596@demo.io,web,new,100,2023-09-04 10:51:23
LED-0000662,Tomas,Gonzalez,tomas.gonzalez5151@example.com,cold_call,lost,70,2023-02-24 19:02:22
LED-0000663,Ana,Aravena,ana.aravena696@mail.test,event,new,95,2022-01-17 03:22:29
LED-0000664,Paula,Morales,paula.morales5961@mail.test,event,converted,56,2023-09-16 01:30:52
LED-0000665,Juan,Diaz,juan.diaz6028@lake.local,ads,contacted,52,2024-05-07 18:34:21
LED-0000666,Ana,Martinez,ana.martinez748@demo.io,web,contacted,60,2022-12-15 23:00:17
LED-0000667,Tomas,Araya,tomas.araya4814@mail.test,web,new,21,2022-07-19 23:56:03
LED-0000668,Camila,Ortiz,camila.ortiz201@example.com,event,qualified,75,2022-09-18 14:50:45
LED-0000669,Cristobal,Castro,cristobal.castro1530@mail.test,event,new,35,2022-03-06 05:10:09
LED-0000670,Fernanda,Pizarro,fernanda.pizarro9265@demo.io,web,converted,61,2022-02-21 06:56:20
LED-0000671,Amanda,Romero,amanda.romero5188@synthetic.dev,web,qualified,14,2022-09-04 14:14:18
LED-0000672,Amanda,Valenzuela,amanda.valenzuela1791@synthetic.dev,ads,new,56,2025-11-16 17:17:45
LED-0000673,Diego,Arancibia,diego.arancibia5694@synthetic.dev,web,contacted,97,2022-01-01 06:47:41
LED-0000674,Eduardo,Reyes,eduardo.reyes556@lake.local,web,qualified,13,2025-02-17 00:45:05
LED-0000675,Carlos,Alvarez,carlos.alvarez9017@example.com,web,lost,61,2025-12-25 15:18:04
LED-0000676,Josefa,Henriquez,josefa.henriquez8106@demo.io,referral,contacted,2,2024-12-06 00:01:01
LED-0000677,Amanda,Gonzalez,amanda.gonzalez585@mail.test,event,converted,95,2022-07-05 22:51:26
LED-0000678,Tomas,Hernandez,tomas.hernandez9042@example.com,referral,new,84,2025-07-30 00:15:45
LED-0000679,Isabel,Morales,isabel.morales90@lake.local,ads,qualified,64,2025-03-31 10:47:06
LED-0000680,Camila,Vargas,camila.vargas7701@demo.io,web,new,38,2024-04-22 15:18:29
LED-0000681,Javier,Cortes,javier.cortes8603@example.com,referral,contacted,100,2022-03-19 01:48:03
LED-0000682,Trinidad,Lopez,trinidad.lopez4132@synthetic.dev,web,qualified,18,2022-10-19 16:57:35
LED-0000683,Florencia,Vera,florencia.vera1384@synthetic.dev,event,contacted,36,2025-05-06 23:09:23
LED-0000684,Macarena,Pereira,macarena.pereira5362@synthetic.dev,referral,new,28,2024-03-03 14:08:04
LED-0000685,Maria,Ortiz,maria.ortiz4007@mail.test,cold_call,lost,40,2023-10-15 18:16:22
LED-0000686,Antonia,Pereira,antonia.pereira6718@lake.local,web,new,49,2024-07-03 23:32:20
LED-0000687,Magdalena,Araya,magdalena.araya9758@example.com,referral,new,70,2024-03-23 00:51:36
LED-0000688,Valentina,Vargas,valentina.vargas1408@example.com,web,contacted,2,2023-09-01 18:56:05
LED-0000689,Macarena,Alvarez,macarena.alvarez3692@lake.local,referral,lost,72,2025-06-22 18:16:33
LED-0000690,Pedro,Lopez,pedro.lopez3525@synthetic.dev,event,new,95,2022-02-08 02:44:49
LED-0000691,Benjamin,Reyes,benjamin.reyes1182@demo.io,web,qualified,66,2025-04-23 18:32:47
LED-0000692,Gabriel,Munoz,gabriel.munoz813@demo.io,referral,converted,95,2024-03-12 19:57:21
LED-0000693,Andres,Flores,andres.flores4625@demo.io,cold_call,contacted,71,2022-11-02 14:23:50
LED-0000694,Andres,Flores,andres.flores4796@synthetic.dev,web,contacted,94,2025-03-02 23:01:46
LED-0000695,Felipe,Hernandez,felipe.hernandez4539@demo.io,ads,lost,45,2023-03-05 07:29:34
LED-0000696,Emilia,Munoz,emilia.munoz6868@demo.io,event,lost,39,2023-04-04 16:39:54
LED-0000697,Antonia,Silva,antonia.silva2320@lake.local,web,contacted,35,2023-02-28 13:22:32
LED-0000698,Carlos,Carvajal,carlos.carvajal818@mail.test,event,lost,6,2023-10-31 15:52:42
LED-0000699,Rodrigo,Gomez,rodrigo.gomez7233@synthetic.dev,referral,contacted,34,2022-08-02 21:13:19
LED-0000700,Fernanda,Soto,fernanda.soto9520@example.com,cold_call,new,27,2023-07-03 19:50:56
LED-0000701,Cristobal,Alvarez,cristobal.alvarez4738@example.com,event,new,90,2024-02-05 18:17:11
LED-0000702,Tomas,Diaz,tomas.diaz5183@mail.test,web,new,58,2025-11-22 20:34:21
LED-0000703,Paula,Cortes,paula.cortes1169@lake.local,referral,qualified,86,2024-11-01 05:40:33
LED-0000704,Isabel,Bravo,isabel.bravo6164@demo.io,event,contacted,28,2025-06-01 14:11:54
LED-0000705,Jose,Soto,jose.soto4795@demo.io,ads,new,30,2025-01-04 08:58:33
LED-0000706,Catalina,Espinoza,catalina.espinoza6899@lake.local,referral,new,55,2025-03-24 07:02:08
LED-0000707,Diego,Diaz,diego.diaz9640@lake.local,referral,converted,39,2023-10-08 05:20:28
LED-0000708,Luis,Espinoza,luis.espinoza279@mail.test,referral,lost,49,2022-05-26 17:03:47
LED-0000709,Carmen,Carrasco,carmen.carrasco9337@example.com,web,new,99,2025-05-05 04:29:45
LED-0000710,Alejandro,Contreras,alejandro.contreras9734@mail.test,event,new,49,2025-12-16 16:08:03
LED-0000711,Manuel,Gonzalez,manuel.gonzalez7726@demo.io,web,lost,100,2023-10-04 18:55:27
LED-0000712,Pedro,Vega,pedro.vega7727@mail.test,web,new,30,2022-07-14 08:40:14
LED-0000713,Martina,Sepulveda,martina.sepulveda9596@mail.test,referral,contacted,93,2024-11-02 03:20:07
LED-0000714,Paula,Gonzalez,paula.gonzalez7230@lake.local,web,new,23,2023-08-09 06:06:56
LED-0000715,Fernanda,Rodriguez,fernanda.rodriguez8970@synthetic.dev,ads,new,14,2022-07-19 13:47:55
LED-0000716,Catalina,Hernandez,catalina.hernandez6296@synthetic.dev,web,converted,51,2024-02-02 12:05:41
LED-0000717,Vicente,Fuentes,vicente.fuentes3808@synthetic.dev,event,lost,48,2022-08-20 23:37:15
LED-0000718,Trinidad,Vera,trinidad.vera8802@example.com,event,new,17,2024-03-19 13:33:49
LED-0000719,Florencia,Tapia,florencia.tapia8972@mail.test,web,contacted,83,2025-11-27 19:05:29
LED-0000720,Constanza,Cordero,constanza.cordero7484@example.com,web,contacted,37,2025-12-07 02:29:01
LED-0000721,Martina,Carrasco,martina.carrasco7111@mail.test,web,new,38,2023-06-01 16:39:39
LED-0000722,Maria,Alvarez,maria.alvarez2657@lake.local,ads,lost,39,2025-06-15 23:43:26
LED-0000723,Maximiliano,Pino,maximiliano.pino1837@lake.local,web,new,31,2025-08-05 16:37:59
LED-0000724,Javier,Cordero,javier.cordero810@demo.io,web,contacted,79,2023-10-17 02:53:06
LED-0000725,Daniel,Vera,daniel.vera5130@synthetic.dev,referral,lost,7,2022-04-10 23:04:59
LED-0000726,Jose,Silva,jose.silva6968@mail.test,web,converted,26,2024-09-29 04:54:31
LED-0000727,Martina,Flores,martina.flores5705@lake.local,ads,lost,40,2024-02-06 09:09:30
LED-0000728,Jose,Sandoval,jose.sandoval6554@lake.local,referral,contacted,35,2025-08-11 15:52:25
LED-0000729,Daniela,Carvajal,daniela.carvajal7945@mail.test,referral,new,67,2025-05-07 01:10:19
LED-0000730,Martina,Henriquez,martina.henriquez9142@example.com,event,new,0,2024-07-30 22:54:47
LED-0000731,Daniel,Cortes,daniel.cortes1518@example.com,ads,converted,80,2025-06-01 18:28:06
LED-0000732,Martina,Rivera,martina.rivera5306@lake.local,web,new,90,2023-09-22 18:13:10
LED-0000733,Martina,Vasquez,martina.vasquez2162@mail.test,web,lost,20,2024-11-19 21:38:48
LED-0000734,Rodrigo,Torres,rodrigo.torres2367@mail.test,web,qualified,80,2025-12-19 08:06:16
LED-0000735,Manuel,Hernandez,manuel.hernandez5227@synthetic.dev,referral,new,12,2022-07-10 11:15:47
LED-0000736,Eduardo,Gutierrez,eduardo.gutierrez8224@lake.local,referral,qualified,97,2023-09-22 20:58:15
LED-0000737,Jose,Hernandez,jose.hernandez3393@example.com,referral,lost,59,2024-07-15 18:07:03
LED-0000738,Tomas,Vera,tomas.vera8818@mail.test,web,contacted,85,2025-03-30 00:48:23
LED-0000739,Constanza,Pino,constanza.pino3602@demo.io,cold_call,converted,17,2024-05-20 21:21:34
LED-0000740,Diego,Perez,diego.perez9840@synthetic.dev,referral,converted,34,2024-04-20 03:40:29
LED-0000741,Camila,Gomez,camila.gomez6979@example.com,web,converted,19,2022-04-30 06:22:45
LED-0000742,Cristobal,Riquelme,cristobal.riquelme204@synthetic.dev,cold_call,lost,15,2024-12-09 00:53:54
LED-0000743,Maria,Ortiz,maria.ortiz2985@mail.test,web,contacted,85,2023-06-19 17:45:33
LED-0000744,Paula,Carrasco,paula.carrasco7886@demo.io,referral,contacted,94,2025-01-07 05:05:34
LED-0000745,Sebastian,Cordero,sebastian.cordero8968@lake.local,referral,contacted,11,2025-11-06 20:04:29
LED-0000746,Paula,Pereira,paula.pereira9546@mail.test,referral,qualified,90,2022-02-17 15:11:24
LED-0000747,Eduardo,Vega,eduardo.vega3429@example.com,ads,contacted,33,2023-07-25 17:00:13
LED-0000748,Matias,Cordero,matias.cordero8330@example.com,web,lost,70,2022-11-20 15:28:42
LED-0000749,Antonia,Flores,antonia.flores2488@synthetic.dev,cold_call,new,18,2025-02-17 14:09:01
LED-0000750,Sebastian,Gomez,sebastian.gomez1720@example.com,web,contacted,11,2025-04-11 13:14:42
LED-0000751,Constanza,Gomez,constanza.gomez6995@mail.test,ads,new,25,2022-12-22 22:44:11
LED-0000752,Martina,Tapia,martina.tapia1405@mail.test,cold_call,new,80,2025-09-08 15:24:50
LED-0000753,Andres,Espinoza,andres.espinoza6157@synthetic.dev,event,new,46,2023-11-09 11:56:30
LED-0000754,Carmen,Cortes,carmen.cortes6207@lake.local,ads,contacted,49,2022-02-14 00:32:12
LED-0000755,Amanda,Rojas,amanda.rojas3279@example.com,event,qualified,24,2024-03-21 19:39:21
LED-0000756,Diego,Rodriguez,diego.rodriguez8200@synthetic.dev,event,qualified,31,2023-02-01 11:07:08
